team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
FLA,2021,FLA,FLA,Team Level,5on5,80,0.56,0.56,0.56,233777.0,2295.31,214.45,158.0,531.55,74.79,1247.08,920.11,205.13,216.35,207.04,2377.0,769.0,1045.0,4191.0,213.0,205.0,35.0,548.0,98.0,989.0,1093.0,2164.0,2933.0,280.0,626.0,1760.0,1866.0,635.0,769.0,2214.0,750.0,182.0,69.98,92.19,52.28,81.0,88.0,44.0,4276.41,3146.0,3186.45,354.0,32.81,45.57,45.57,201.7,203.76,199.79,1781.87,166.51,122.31,419.17,60.78,963.04,723.18,160.27,166.67,160.34,1856.0,599.0,779.0,3234.0,152.0,176.0,18.0,434.0,66.0,704.0,923.0,1704.0,2303.0,286.0,633.0,1957.0,1980.0,554.0,701.0,1754.0,536.0,165.0,54.65,66.16,45.7,57.0,67.0,28.0,3194.03,2455.0,2441.72,368.0,25.47,35.81,35.81,156.18,156.1,153.88
FLA,2021,FLA,FLA,Team Level,4on5,80,0.19,0.16,0.17,23394.0,78.05,10.91,4.61,10.74,2.49,25.06,51.18,10.86,10.91,10.86,90.0,15.0,18.0,123.0,12.0,3.0,1.0,7.0,4.0,16.0,63.0,78.0,93.0,5.0,10.0,171.0,90.0,99.0,45.0,56.0,30.0,19.0,1.61,3.85,5.45,2.0,6.0,4.0,123.0,105.0,105.0,38.0,1.05,0.03,0.03,11.94,11.94,11.87,374.11,47.12,32.73,78.48,13.35,224.91,118.42,43.24,47.12,43.24,394.0,121.0,125.0,640.0,48.0,42.0,10.0,70.0,10.0,192.0,153.0,346.0,467.0,11.0,22.0,239.0,38.0,16.0,66.0,356.0,106.0,53.0,8.43,13.13,25.56,5.0,15.0,28.0,640.0,515.0,515.0,5.0,8.44,9.89,9.89,45.66,45.66,43.4
FLA,2021,FLA,FLA,Team Level,5on4,80,0.86,0.86,0.85,23538.0,335.79,43.67,31.27,67.53,11.06,204.03,106.44,40.47,43.67,40.47,349.0,115.0,151.0,615.0,61.0,38.0,16.0,50.0,7.0,172.0,136.0,288.0,403.0,19.0,38.0,236.0,27.0,18.0,79.0,303.0,111.0,50.0,7.94,13.69,22.03,9.0,17.0,35.0,615.0,464.0,464.0,8.0,7.99,10.54,10.54,41.12,41.12,38.98,63.02,7.08,3.24,7.64,1.87,19.75,45.41,7.03,7.08,7.03,69.0,16.0,12.0,97.0,8.0,2.0,0.0,5.0,0.0,14.0,56.0,61.0,77.0,6.0,12.0,161.0,78.0,56.0,33.0,53.0,25.0,7.0,1.68,3.31,2.09,1.0,4.0,3.0,97.0,85.0,85.0,25.0,0.75,0.52,0.52,7.31,7.31,7.28
SJS,2021,SJS,SJS,Team Level,other,80,0.4,0.48,0.47,9345.0,125.07,23.7,9.29,22.03,3.95,69.27,41.75,22.53,23.7,22.53,124.0,46.0,54.0,224.0,27.0,11.0,4.0,23.0,4.0,50.0,55.0,97.0,143.0,5.0,10.0,125.0,24.0,31.0,24.0,88.0,50.0,32.0,3.38,6.42,13.89,5.0,5.0,17.0,224.0,170.0,170.0,8.0,2.66,3.68,3.62,22.74,22.74,21.66,141.63,36.23,9.13,24.71,4.4,68.25,52.27,34.19,36.23,34.19,153.0,42.0,51.0,246.0,40.0,7.0,3.0,32.0,3.0,64.0,49.0,113.0,155.0,8.0,18.0,127.0,28.0,28.0,23.0,109.0,38.0,48.0,4.32,4.53,27.39,7.0,5.0,28.0,246.0,195.0,195.0,13.0,2.58,3.2,3.2,35.62,35.62,34.21
SJS,2021,SJS,SJS,Team Level,all,80,0.46,0.46,0.47,291242.0,2302.6,214.94,160.86,530.05,76.24,1286.77,942.15,207.26,214.54,206.82,2332.0,879.0,1014.0,4225.0,207.0,170.0,31.0,508.0,79.0,959.0,1288.0,2125.0,3004.0,279.0,653.0,2213.0,1946.0,721.0,695.0,2383.0,624.0,204.0,70.86,76.73,67.34,79.0,64.0,64.0,4194.91,3211.0,3191.74,408.0,35.37,38.14,38.14,212.17,211.17,206.42,2567.07,249.2,178.12,586.0,83.49,1435.47,1065.72,240.13,251.31,242.2,2560.0,1038.0,1334.0,4932.0,253.0,180.0,35.0,633.0,88.0,1150.0,1294.0,2307.0,3345.0,275.0,656.0,2250.0,1710.0,683.0,640.0,2640.0,732.0,226.0,77.05,88.97,83.2,79.0,90.0,84.0,4994.87,3598.0,3640.75,294.0,38.93,38.91,38.91,249.21,251.38,245.71
SJS,2021,SJS,SJS,Team Level,5on5,80,0.47,0.45,0.47,239695.0,1810.74,154.69,121.97,433.21,59.85,1007.79,748.5,149.86,154.29,149.42,1811.0,715.0,820.0,3346.0,139.0,124.0,21.0,412.0,63.0,754.0,1034.0,1672.0,2387.0,260.0,615.0,1697.0,1850.0,601.0,583.0,1907.0,489.0,130.0,57.23,60.16,37.29,62.0,50.0,27.0,3315.91,2526.0,2506.74,364.0,25.21,26.98,27.22,152.67,151.68,149.1,2056.47,174.27,137.51,488.93,66.93,1154.58,862.78,169.08,176.38,171.15,2036.0,849.0,1133.0,4018.0,174.0,151.0,29.0,525.0,67.0,905.0,1063.0,1862.0,2711.0,247.0,598.0,1761.0,1597.0,569.0,552.0,2166.0,580.0,139.0,63.36,70.22,40.7,67.0,70.0,37.0,4080.87,2885.0,2927.75,256.0,28.39,31.81,31.81,170.85,173.0,170.21
SJS,2021,SJS,SJS,Team Level,4on5,80,0.14,0.16,0.19,21454.0,72.5,5.12,3.46,10.47,2.21,24.09,54.65,5.01,5.12,5.01,89.0,11.0,8.0,108.0,4.0,1.0,0.0,4.0,3.0,18.0,70.0,85.0,96.0,6.0,12.0,170.0,50.0,63.0,35.0,82.0,14.0,4.0,2.26,1.81,1.05,2.0,2.0,0.0,108.0,100.0,100.0,28.0,0.79,0.35,0.35,5.56,5.56,5.52,300.65,32.44,27.95,63.55,10.26,191.31,101.49,30.62,32.44,30.62,297.0,130.0,135.0,562.0,29.0,22.0,3.0,65.0,16.0,166.0,129.0,268.0,398.0,18.0,36.0,225.0,23.0,23.0,39.0,302.0,90.0,35.0,7.53,10.93,13.98,5.0,6.0,18.0,562.0,427.0,427.0,2.0,7.16,3.91,3.91,35.7,35.7,34.27
SJS,2021,SJS,SJS,Team Level,5on4,80,0.83,0.84,0.82,20748.0,294.28,31.42,26.14,64.34,10.23,185.62,97.25,29.85,31.42,29.85,308.0,107.0,132.0,547.0,37.0,34.0,6.0,69.0,9.0,137.0,129.0,271.0,378.0,8.0,16.0,221.0,22.0,26.0,53.0,306.0,71.0,38.0,7.98,8.34,15.11,10.0,7.0,20.0,547.0,415.0,415.0,8.0,6.72,7.13,6.95,31.2,31.2,30.14,68.32,6.26,3.51,8.81,1.88,21.34,49.19,6.24,6.26,6.24,74.0,17.0,15.0,106.0,10.0,0.0,0.0,11.0,2.0,15.0,53.0,64.0,81.0,2.0,4.0,137.0,62.0,63.0,26.0,63.0,24.0,4.0,1.85,3.28,1.13,0.0,9.0,1.0,106.0,91.0,91.0,23.0,0.8,0.0,0.0,7.06,7.06,7.03
TOR,2021,TOR,TOR,Team Level,other,81,0.54,0.49,0.5,10413.0,150.3,34.64,11.1,25.63,4.83,75.33,51.45,32.3,34.64,32.3,145.0,58.0,48.0,251.0,33.0,14.0,6.0,18.0,2.0,68.0,68.0,112.0,170.0,4.0,8.0,127.0,24.0,26.0,32.0,88.0,65.0,50.0,4.03,8.28,22.33,5.0,5.0,23.0,251.0,203.0,203.0,20.0,3.22,4.4,4.4,33.46,33.46,31.89,148.79,29.92,11.17,26.44,4.76,80.9,50.8,27.47,29.92,27.47,156.0,48.0,53.0,257.0,26.0,13.0,1.0,31.0,3.0,74.0,57.0,130.0,178.0,5.0,10.0,110.0,56.0,24.0,27.0,109.0,57.0,38.0,4.62,7.04,18.27,4.0,8.0,14.0,257.0,204.0,204.0,16.0,3.25,4.51,4.61,28.57,28.57,27.23
TOR,2021,TOR,TOR,Team Level,all,81,0.56,0.54,0.54,294510.0,2819.14,291.87,205.35,621.99,91.04,1550.26,1111.49,278.95,294.45,281.42,2808.0,1064.0,1174.0,5046.0,307.0,206.0,41.0,608.0,95.0,1247.0,1409.0,2501.0,3565.0,271.0,588.0,2611.0,1708.0,724.0,854.0,2672.0,910.0,290.0,81.53,111.28,99.06,104.0,102.0,101.0,5116.92,3872.0,3915.85,512.0,45.48,48.45,48.45,288.9,291.34,283.59,2416.86,227.11,169.3,548.89,78.33,1337.36,982.0,218.21,226.51,217.61,2486.0,857.0,964.0,4307.0,250.0,169.0,37.0,631.0,87.0,986.0,1220.0,2236.0,3093.0,280.0,596.0,2124.0,2272.0,663.0,899.0,2432.0,707.0,204.0,73.1,85.27,68.74,77.0,98.0,75.0,4256.87,3343.0,3313.18,579.0,37.38,38.49,38.49,225.99,225.07,220.61
TOR,2021,TOR,TOR,Team Level,5on5,81,0.55,0.54,0.53,242105.0,2212.53,201.33,154.17,511.56,71.49,1221.02,883.43,194.25,203.92,196.71,2209.0,834.0,992.0,4035.0,205.0,150.0,24.0,506.0,68.0,977.0,1137.0,2004.0,2838.0,244.0,534.0,2072.0,1585.0,619.0,723.0,2166.0,710.0,167.0,68.08,87.1,46.17,87.0,75.0,43.0,4105.91,3043.0,3086.85,434.0,32.06,33.74,33.74,199.66,202.1,198.38,1934.08,163.26,129.51,453.38,62.56,1068.14,801.16,158.05,162.65,157.46,1972.0,706.0,814.0,3492.0,181.0,121.0,31.0,523.0,70.0,787.0,996.0,1791.0,2497.0,250.0,536.0,1621.0,2123.0,566.0,753.0,1999.0,548.0,131.0,60.34,65.55,37.36,62.0,74.0,45.0,3441.87,2678.0,2648.18,512.0,26.83,27.21,27.11,162.98,162.06,159.72
TOR,2021,TOR,TOR,Team Level,4on5,81,0.27,0.22,0.24,21925.0,93.98,10.69,5.21,12.6,2.85,28.84,63.83,10.53,10.69,10.53,96.0,28.0,12.0,136.0,12.0,3.0,0.0,8.0,2.0,18.0,81.0,84.0,112.0,4.0,8.0,185.0,71.0,67.0,57.0,75.0,34.0,15.0,2.32,4.21,4.15,3.0,4.0,5.0,136.0,124.0,124.0,54.0,1.19,0.78,0.78,11.1,11.1,10.99,276.47,28.42,25.58,60.35,9.01,170.05,89.58,27.44,28.42,27.44,290.0,93.0,87.0,470.0,40.0,31.0,5.0,70.0,14.0,109.0,119.0,250.0,343.0,12.0,24.0,225.0,44.0,26.0,71.0,268.0,87.0,28.0,6.34,10.82,11.27,9.0,16.0,15.0,470.0,383.0,383.0,7.0,6.6,5.7,5.7,29.31,29.31,28.64
TOR,2021,TOR,TOR,Team Level,5on4,81,0.89,0.88,0.87,20067.0,362.32,45.21,34.88,72.2,11.87,225.07,112.78,41.89,45.21,41.89,358.0,144.0,122.0,624.0,57.0,39.0,11.0,76.0,23.0,184.0,123.0,301.0,445.0,19.0,38.0,227.0,28.0,12.0,42.0,343.0,101.0,58.0,7.1,11.69,26.42,9.0,18.0,30.0,624.0,502.0,502.0,4.0,9.02,9.55,9.55,44.68,44.68,42.32,57.53,5.5,3.05,8.73,1.99,18.26,40.47,5.24,5.5,5.24,68.0,10.0,10.0,88.0,3.0,4.0,0.0,7.0,0.0,16.0,48.0,65.0,75.0,13.0,26.0,168.0,49.0,47.0,48.0,56.0,15.0,7.0,1.79,1.87,1.85,2.0,0.0,1.0,88.0,78.0,78.0,44.0,0.7,1.07,1.07,5.13,5.13,5.02
SEA,2021,SEA,SEA,Team Level,other,79,0.39,0.55,0.55,10316.0,121.75,22.08,9.4,22.43,4.51,76.57,39.0,21.03,22.08,21.03,120.0,54.0,66.0,240.0,23.0,7.0,0.0,21.0,3.0,74.0,46.0,97.0,151.0,7.0,14.0,116.0,34.0,20.0,23.0,110.0,35.0,29.0,4.03,4.18,13.86,5.0,4.0,14.0,240.0,174.0,174.0,10.0,2.78,1.32,1.32,23.54,23.54,22.57,102.38,34.33,6.57,15.95,3.11,51.86,31.17,32.36,34.33,32.36,100.0,43.0,51.0,194.0,38.0,8.0,4.0,19.0,2.0,41.0,35.0,62.0,105.0,3.0,6.0,113.0,25.0,23.0,18.0,68.0,25.0,50.0,2.4,2.96,28.96,5.0,5.0,28.0,194.0,143.0,143.0,13.0,1.88,3.49,3.49,32.72,32.72,31.82
SEA,2021,SEA,SEA,Team Level,all,79,0.46,0.5,0.5,286189.0,2256.62,202.88,159.72,520.92,74.97,1302.14,913.37,196.28,202.15,195.56,2280.0,894.0,1066.0,4240.0,204.0,161.0,28.0,530.0,78.0,969.0,1232.0,2076.0,2970.0,263.0,608.0,2075.0,1736.0,564.0,610.0,2407.0,573.0,194.0,68.73,69.86,64.3,80.0,62.0,62.0,4190.2,3174.0,3147.56,328.0,35.13,33.38,33.39,204.62,203.71,199.64,2292.66,234.83,159.05,523.75,75.64,1266.85,921.88,226.38,237.82,229.28,2288.0,894.0,999.0,4181.0,275.0,193.0,45.0,564.0,81.0,918.0,1151.0,2013.0,2907.0,256.0,594.0,2296.0,1845.0,502.0,641.0,2323.0,622.0,237.0,66.71,75.96,92.16,82.0,90.0,103.0,4263.21,3182.0,3237.98,340.0,34.98,48.19,48.19,221.62,224.49,220.28
SEA,2021,SEA,SEA,Team Level,5on5,79,0.47,0.5,0.5,235716.0,1779.98,140.03,120.52,423.46,58.43,1025.49,741.06,136.62,139.3,135.9,1794.0,715.0,869.0,3378.0,145.0,116.0,18.0,433.0,66.0,740.0,1009.0,1649.0,2364.0,238.0,551.0,1619.0,1591.0,490.0,526.0,1949.0,453.0,107.0,56.25,55.42,28.37,67.0,55.0,23.0,3328.2,2509.0,2482.56,297.0,24.78,22.65,22.88,141.93,141.03,138.95,1820.85,156.46,121.05,434.66,60.12,1002.11,749.59,151.48,159.46,154.38,1809.0,715.0,809.0,3333.0,181.0,147.0,26.0,479.0,65.0,712.0,940.0,1628.0,2343.0,225.0,529.0,1783.0,1733.0,422.0,552.0,1895.0,490.0,139.0,55.56,60.15,40.76,65.0,70.0,46.0,3415.21,2524.0,2579.98,296.0,25.07,31.75,31.79,149.74,152.62,150.33
SEA,2021,SEA,SEA,Team Level,4on5,79,0.15,0.12,0.14,19649.0,54.91,6.91,2.95,7.4,1.6,16.49,36.65,6.51,6.91,6.51,62.0,10.0,9.0,81.0,8.0,5.0,3.0,3.0,1.0,10.0,45.0,54.0,64.0,7.0,21.0,161.0,75.0,39.0,17.0,43.0,16.0,13.0,1.31,2.03,3.58,4.0,0.0,4.0,81.0,72.0,72.0,15.0,0.68,1.33,1.33,6.26,6.26,6.21,316.48,39.63,28.87,66.19,10.93,196.3,102.09,38.15,39.63,38.15,321.0,123.0,129.0,573.0,51.0,37.0,15.0,57.0,13.0,157.0,129.0,270.0,393.0,14.0,31.0,219.0,21.0,16.0,44.0,309.0,92.0,43.0,7.57,10.97,21.09,10.0,13.0,28.0,573.0,444.0,444.0,5.0,7.45,12.83,12.79,34.28,34.28,33.27
SEA,2021,SEA,SEA,Team Level,5on4,79,0.88,0.87,0.86,20508.0,299.97,33.85,26.85,67.64,10.42,183.58,96.65,32.12,33.85,32.12,304.0,115.0,122.0,541.0,28.0,33.0,7.0,73.0,8.0,145.0,132.0,276.0,391.0,11.0,22.0,179.0,36.0,15.0,44.0,305.0,69.0,45.0,7.13,8.23,18.48,4.0,3.0,21.0,541.0,419.0,419.0,6.0,6.88,8.09,7.86,32.88,32.88,31.92,52.95,4.42,2.55,6.95,1.49,16.57,39.03,4.4,4.42,4.4,58.0,13.0,10.0,81.0,5.0,1.0,0.0,9.0,1.0,8.0,47.0,53.0,66.0,14.0,28.0,181.0,66.0,41.0,27.0,51.0,15.0,5.0,1.19,1.88,1.34,2.0,2.0,1.0,81.0,71.0,71.0,26.0,0.58,0.12,0.12,4.87,4.87,4.86
EDM,2021,EDM,EDM,Team Level,other,80,0.64,0.49,0.5,9873.0,145.27,39.54,10.28,21.23,4.21,67.16,46.57,38.25,39.54,38.25,140.0,49.0,44.0,233.0,36.0,9.0,2.0,18.0,1.0,68.0,57.0,104.0,153.0,4.0,8.0,119.0,33.0,23.0,30.0,66.0,73.0,50.0,2.89,8.97,27.68,1.0,8.0,27.0,233.0,189.0,189.0,13.0,2.94,3.28,3.28,39.21,39.21,38.14,136.66,21.84,9.9,26.21,4.85,78.31,47.89,21.07,21.84,21.07,148.0,41.0,52.0,241.0,21.0,10.0,0.0,24.0,7.0,59.0,68.0,127.0,168.0,8.0,18.0,119.0,36.0,24.0,25.0,105.0,62.0,22.0,4.17,7.62,10.06,7.0,5.0,9.0,241.0,189.0,189.0,6.0,2.84,2.38,2.38,22.3,22.3,21.78
EDM,2021,EDM,EDM,Team Level,all,80,0.54,0.52,0.52,291156.0,2675.19,279.17,188.45,582.28,84.64,1453.03,1082.44,268.96,281.03,270.77,2727.0,943.0,1162.0,4832.0,278.0,192.0,40.0,575.0,97.0,1193.0,1335.0,2449.0,3392.0,272.0,580.0,2365.0,1809.0,616.0,854.0,2561.0,827.0,282.0,76.16,100.84,102.16,67.0,104.0,107.0,4882.4,3670.0,3702.02,515.0,41.59,43.9,44.18,276.57,278.15,271.34,2483.26,240.19,174.07,558.93,81.03,1391.16,987.63,231.34,240.94,232.07,2562.0,871.0,984.0,4417.0,245.0,179.0,34.0,549.0,94.0,1073.0,1293.0,2317.0,3188.0,253.0,533.0,2231.0,1903.0,630.0,899.0,2467.0,750.0,216.0,77.56,89.36,73.28,82.0,88.0,75.0,4401.14,3433.0,3430.81,535.0,38.48,37.47,37.47,241.2,241.93,236.68
EDM,2021,EDM,EDM,Team Level,5on5,80,0.52,0.53,0.52,236816.0,2075.78,179.59,139.15,478.84,66.0,1141.09,858.34,174.11,181.47,175.92,2114.0,749.0,982.0,3845.0,176.0,151.0,31.0,484.0,80.0,911.0,1061.0,1938.0,2687.0,242.0,512.0,1850.0,1674.0,517.0,725.0,2111.0,584.0,168.0,62.81,71.24,45.55,52.0,77.0,47.0,3895.4,2863.0,2895.02,449.0,28.81,32.03,32.27,176.13,177.71,174.89,1922.22,166.57,127.97,449.61,62.09,1062.66,786.09,161.51,167.32,162.25,1980.0,675.0,794.0,3449.0,168.0,133.0,25.0,441.0,69.0,800.0,1044.0,1812.0,2487.0,221.0,467.0,1685.0,1776.0,518.0,746.0,1978.0,540.0,137.0,63.4,64.73,38.44,67.0,67.0,34.0,3433.14,2655.0,2652.81,478.0,26.46,25.82,25.82,167.21,167.94,165.2
EDM,2021,EDM,EDM,Team Level,4on5,80,0.15,0.16,0.18,23543.0,86.43,7.88,4.26,11.46,2.65,27.08,61.67,7.85,7.88,7.85,99.0,16.0,11.0,126.0,11.0,1.0,2.0,14.0,1.0,20.0,68.0,88.0,104.0,12.0,32.0,184.0,73.0,56.0,51.0,78.0,32.0,5.0,2.24,4.24,1.4,5.0,5.0,1.0,126.0,115.0,115.0,51.0,0.98,0.33,0.37,8.49,8.49,8.47,374.35,46.05,33.34,76.63,12.5,233.82,119.67,43.1,46.05,43.1,381.0,141.0,130.0,652.0,50.0,33.0,9.0,82.0,18.0,197.0,142.0,331.0,472.0,17.0,34.0,254.0,21.0,31.0,87.0,348.0,124.0,50.0,8.94,14.15,22.96,8.0,12.0,30.0,652.0,522.0,522.0,11.0,8.53,8.87,8.87,45.71,45.71,43.77
EDM,2021,EDM,EDM,Team Level,5on4,80,0.9,0.89,0.88,20924.0,367.71,52.14,34.76,70.76,11.78,217.71,115.85,48.74,52.14,48.74,374.0,129.0,125.0,628.0,55.0,31.0,5.0,59.0,15.0,194.0,149.0,319.0,448.0,14.0,28.0,212.0,29.0,20.0,48.0,306.0,138.0,59.0,8.23,16.4,27.52,9.0,14.0,32.0,628.0,503.0,503.0,2.0,8.85,8.26,8.26,52.73,52.73,49.84,50.03,5.74,2.85,6.48,1.59,16.36,33.98,5.65,5.74,5.65,53.0,14.0,8.0,75.0,6.0,3.0,0.0,2.0,0.0,17.0,39.0,47.0,61.0,7.0,14.0,173.0,70.0,57.0,41.0,36.0,24.0,7.0,1.05,2.86,1.82,0.0,4.0,2.0,75.0,67.0,67.0,40.0,0.66,0.41,0.41,5.98,5.98,5.94
ARI,2021,ARI,ARI,Team Level,other,80,0.51,0.5,0.5,9684.0,129.99,27.38,9.55,23.71,4.28,66.4,46.68,25.37,27.38,25.37,131.0,47.0,43.0,221.0,20.0,15.0,3.0,23.0,3.0,56.0,61.0,111.0,158.0,8.0,16.0,102.0,43.0,19.0,16.0,107.0,35.0,36.0,4.21,4.32,18.86,3.0,4.0,13.0,221.0,178.0,178.0,6.0,2.69,4.99,4.99,25.09,25.09,23.95,128.0,26.79,8.41,23.05,4.16,64.16,48.42,25.05,26.79,25.05,122.0,53.0,50.0,225.0,21.0,10.0,0.0,30.0,6.0,61.0,47.0,101.0,154.0,6.0,12.0,123.0,25.0,16.0,23.0,91.0,48.0,36.0,3.82,6.37,16.6,6.0,3.0,12.0,225.0,175.0,175.0,8.0,2.45,2.58,2.58,26.66,26.66,25.02
ARI,2021,ARI,ARI,Team Level,all,80,0.41,0.43,0.43,290863.0,2059.05,189.89,142.73,473.07,67.72,1164.73,846.85,183.33,188.26,181.78,2057.0,828.0,916.0,3801.0,197.0,165.0,22.0,433.0,61.0,890.0,1139.0,1860.0,2688.0,308.0,701.0,2044.0,1785.0,537.0,773.0,2172.0,534.0,179.0,62.97,65.11,61.81,66.0,71.0,60.0,3704.47,2885.0,2829.19,418.0,31.09,33.66,33.66,187.33,185.73,182.11,2782.3,268.17,196.76,636.54,89.85,1555.08,1122.6,255.92,273.01,260.53,2848.0,1021.0,1119.0,4988.0,302.0,236.0,46.0,698.0,97.0,1217.0,1319.0,2546.0,3567.0,250.0,589.0,2275.0,1782.0,579.0,754.0,2842.0,754.0,273.0,83.17,91.43,93.55,112.0,91.0,99.0,5131.33,3869.0,3957.92,353.0,43.34,49.18,49.18,262.33,266.57,259.15
ARI,2021,ARI,ARI,Team Level,5on5,80,0.42,0.44,0.43,238769.0,1663.23,134.09,110.64,395.18,54.22,941.42,691.44,130.27,132.45,128.72,1645.0,682.0,772.0,3099.0,150.0,125.0,17.0,358.0,54.0,705.0,935.0,1495.0,2177.0,276.0,637.0,1586.0,1660.0,461.0,674.0,1783.0,434.0,110.0,51.32,52.94,29.85,56.0,63.0,31.0,3002.47,2327.0,2271.19,380.0,22.75,24.61,24.68,132.17,130.57,128.64,2183.11,184.25,146.8,520.85,70.66,1215.14,897.29,177.49,189.09,182.1,2242.0,793.0,911.0,3946.0,215.0,187.0,39.0,576.0,78.0,925.0,1054.0,2027.0,2820.0,224.0,537.0,1760.0,1673.0,495.0,656.0,2279.0,587.0,169.0,67.26,70.4,46.58,90.0,74.0,51.0,4089.33,3035.0,3123.92,322.0,30.33,39.74,39.74,174.83,179.07,176.15
ARI,2021,ARI,ARI,Team Level,4on5,80,0.08,0.1,0.11,23274.0,52.32,4.52,2.91,7.6,1.63,17.92,37.43,4.46,4.52,4.46,56.0,16.0,12.0,84.0,3.0,0.0,0.0,7.0,0.0,16.0,46.0,53.0,69.0,9.0,18.0,182.0,59.0,43.0,26.0,53.0,15.0,4.0,1.38,1.88,1.25,1.0,1.0,1.0,84.0,72.0,72.0,23.0,0.66,0.0,0.0,5.18,5.18,5.11,412.13,51.32,38.49,84.09,13.25,256.87,134.98,47.68,51.32,47.68,419.0,160.0,150.0,729.0,62.0,38.0,7.0,84.0,10.0,215.0,170.0,357.0,517.0,14.0,28.0,238.0,25.0,16.0,53.0,417.0,99.0,63.0,10.55,11.8,28.96,14.0,13.0,35.0,729.0,579.0,579.0,3.0,9.86,6.53,6.53,54.64,54.64,51.8
ARI,2021,ARI,ARI,Team Level,5on4,80,0.8,0.82,0.79,19136.0,213.53,23.9,19.63,46.59,7.58,139.0,71.3,23.23,23.9,23.23,225.0,83.0,89.0,397.0,24.0,25.0,2.0,45.0,4.0,113.0,97.0,201.0,284.0,15.0,30.0,174.0,23.0,14.0,57.0,229.0,50.0,29.0,6.07,5.98,11.84,6.0,3.0,15.0,397.0,308.0,308.0,9.0,4.98,4.06,3.99,24.89,24.89,24.42,59.06,5.81,3.05,8.55,1.77,18.92,41.89,5.7,5.81,5.7,65.0,15.0,8.0,88.0,4.0,1.0,0.0,8.0,3.0,16.0,48.0,61.0,76.0,6.0,12.0,154.0,59.0,52.0,22.0,55.0,20.0,5.0,1.54,2.86,1.42,2.0,1.0,1.0,88.0,80.0,80.0,20.0,0.7,0.32,0.32,6.19,6.19,6.17
